Brand,Model,Battery_Life_Minutes,Charging_Time_Hours,Dustbin_Capacity_ml,Suction_Power_Pa,Noise_Level_dB,WiFi_Connectivity,App_Control,Voice_Control,Mapping_Technology,Obstacle_Avoidance,HEPA_Filter,Auto_Dock,Runtime_Adjustment,Carpet_Boost,Number_of_Sensors,Weight_kg,Height_cm,Smart_Scheduling,Multi_Floor_Mapping,Mop_Function,Self_Emptying,Price_USD
Xiaomi,Xiaomi X80,95,3.1,461,1596,65,No,No,Yes,Infrared,Yes,Yes,Yes,No,Yes,19,4.1,7.6,No,Yes,No,No,224
Neato,Neato S68,66,5.1,358,4095,67,No,Yes,No,Lidar+Camera,Yes,Yes,Yes,Yes,Yes,15,3.1,10.1,No,Yes,Yes,Yes,1029
Proscenic,Proscenic R74,102,4.8,370,2716,56,No,Yes,Yes,Camera,Yes,No,Yes,No,No,8,4.5,10.6,Yes,No,No,No,951
iRobot,iRobot S47 Pro,148,4.4,361,4143,67,Yes,Yes,Yes,Camera,Yes,No,Yes,Yes,Yes,13,5.0,10.6,Yes,No,No,Yes,1011
Dreame,Dreame V70,143,4.8,381,5282,57,No,No,No,Lidar,Yes,No,No,Yes,Yes,20,2.8,10.6,No,No,Yes,No,859
Eufy,Eufy V56,91,3.7,630,5579,59,Yes,Yes,No,Lidar,Yes,Yes,No,Yes,Yes,12,4.1,8.0,No,No,No,Yes,587
Proscenic,Proscenic S75 Max,186,3.0,607,5787,70,No,Yes,Yes,Camera,No,No,No,No,No,11,4.4,9.9,No,No,No,Yes,354
Xiaomi,Xiaomi R23 Max,76,5.7,692,1572,58,Yes,Yes,No,Camera,No,Yes,Yes,Yes,No,13,4.4,8.7,Yes,Yes,No,No,236
Ecovacs,Ecovacs S32 Max,169,5.5,678,1916,61,No,Yes,Yes,Lidar,Yes,No,Yes,No,Yes,12,5.4,10.2,No,No,Yes,No,849
Roborock,Roborock S41,176,3.4,534,2622,63,Yes,Yes,Yes,Infrared,No,Yes,No,Yes,No,10,5.0,7.5,No,No,Yes,No,373
LG,LG R75 Ultra,150,5.8,695,3905,56,No,No,Yes,Camera,No,Yes,No,Yes,No,19,2.6,10.4,No,Yes,Yes,Yes,204
Samsung,Samsung S81 Pro,65,2.7,374,4899,59,No,No,No,Camera,No,Yes,No,Yes,No,20,4.8,7.1,Yes,No,Yes,Yes,965
LG,LG S8 Pro,183,4.1,408,1874,64,Yes,Yes,Yes,Camera,No,Yes,Yes,No,No,14,5.1,8.6,Yes,No,No,No,615
Dreame,Dreame V87 Ultra,67,4.7,522,4955,55,No,Yes,Yes,Infrared,No,Yes,No,No,No,11,4.1,8.8,Yes,Yes,No,Yes,1153
LG,LG S86 Max,151,3.2,626,2382,60,Yes,Yes,No,Camera,Yes,Yes,Yes,No,No,16,4.5,7.6,Yes,No,No,No,657
Samsung,Samsung V57 Max,85,5.2,589,3710,57,Yes,No,Yes,Lidar+Camera,Yes,Yes,Yes,Yes,No,15,3.5,9.7,Yes,Yes,Yes,No,1017
Proscenic,Proscenic S36 Ultra,191,5.7,524,3733,64,Yes,No,Yes,Camera,No,No,No,No,Yes,15,3.3,8.2,No,No,Yes,Yes,917
Xiaomi,Xiaomi X21 Pro,68,4.6,528,1563,61,No,No,Yes,Infrared,Yes,Yes,Yes,Yes,No,20,5.2,8.0,No,Yes,Yes,No,830
Roborock,Roborock V67 Pro,119,3.3,483,4222,58,No,Yes,Yes,Lidar+Camera,Yes,No,Yes,No,Yes,16,3.2,9.7,No,No,No,Yes,656
Samsung,Samsung V91 Max,179,6.0,497,2383,67,Yes,Yes,No,Infrared,Yes,Yes,Yes,Yes,No,18,5.3,8.6,Yes,Yes,No,Yes,969
Proscenic,Proscenic V18 Max,159,3.1,536,3488,57,Yes,Yes,No,Lidar,Yes,No,No,Yes,Yes,9,5.3,8.8,Yes,Yes,Yes,Yes,1090
Eufy,Eufy X16 Max,117,3.5,359,5927,69,Yes,No,No,Lidar+Camera,No,No,No,Yes,No,17,5.3,7.5,Yes,Yes,Yes,Yes,842
iRobot,iRobot X45 Max,129,3.0,445,2304,62,No,Yes,No,Infrared,Yes,Yes,Yes,Yes,No,19,5.3,10.4,Yes,Yes,Yes,Yes,170
Neato,Neato V17,164,5.9,369,5734,56,Yes,Yes,No,Lidar+Camera,No,Yes,No,No,Yes,8,3.8,8.7,No,No,Yes,Yes,187
Roborock,Roborock X94 Pro,99,3.2,489,2868,69,No,Yes,No,Lidar,No,Yes,Yes,Yes,No,6,4.9,9.3,Yes,Yes,No,No,889
Proscenic,Proscenic S86,109,2.9,684,2822,68,No,Yes,No,Infrared,No,Yes,Yes,Yes,Yes,11,4.7,7.1,No,Yes,No,Yes,432
Proscenic,Proscenic R92,147,5.2,640,4036,57,No,Yes,No,Infrared,No,No,No,No,No,10,4.7,11.0,Yes,Yes,No,No,157
Roborock,Roborock X41,70,4.0,555,3460,66,No,No,No,Lidar,No,Yes,No,Yes,Yes,18,5.2,7.8,No,No,No,Yes,646
Xiaomi,Xiaomi R68,190,5.2,359,4584,66,No,Yes,Yes,Camera,Yes,No,Yes,Yes,Yes,20,5.4,9.0,No,Yes,No,No,794
Xiaomi,Xiaomi V92 Pro,180,5.9,516,5403,65,No,No,No,Camera,No,Yes,Yes,Yes,No,18,3.1,10.0,Yes,No,Yes,Yes,764
iRobot,iRobot S48 Max,117,5.0,427,2364,70,No,No,Yes,Camera,No,Yes,No,No,No,9,2.6,9.8,No,Yes,No,Yes,723
Samsung,Samsung R67 Pro,120,6.0,534,4923,70,No,Yes,No,Lidar,No,Yes,No,No,Yes,14,5.0,7.1,Yes,Yes,Yes,Yes,1053
Samsung,Samsung R91,135,3.4,380,5364,59,Yes,No,Yes,Camera,Yes,No,No,No,No,8,3.3,10.9,Yes,Yes,No,Yes,1019
Neato,Neato X11 Pro,103,5.1,634,3323,61,Yes,Yes,Yes,Camera,Yes,No,Yes,Yes,Yes,16,2.8,10.2,Yes,No,Yes,No,846
Dreame,Dreame S88 Max,154,4.5,478,3070,63,Yes,No,Yes,Lidar,No,Yes,Yes,Yes,No,8,4.1,7.3,Yes,No,No,No,741
Neato,Neato S76 Ultra,115,2.7,549,5061,62,No,No,No,Lidar,Yes,Yes,No,Yes,Yes,6,3.4,9.8,Yes,Yes,No,No,714
Dreame,Dreame X54 Max,155,3.1,538,4211,57,No,Yes,Yes,Lidar+Camera,Yes,Yes,Yes,Yes,Yes,9,2.7,9.6,Yes,No,No,No,576
iRobot,iRobot S90 Max,111,2.8,683,2685,55,No,Yes,No,Infrared,Yes,Yes,No,No,Yes,7,4.6,10.1,No,No,No,No,442
Neato,Neato R47 Ultra,74,2.8,679,2869,61,No,Yes,No,Lidar+Camera,Yes,Yes,Yes,Yes,No,9,3.4,9.7,Yes,Yes,Yes,Yes,498
Roborock,Roborock V84 Max,65,5.4,473,5179,58,Yes,Yes,Yes,Infrared,No,Yes,Yes,Yes,Yes,13,3.0,10.8,Yes,Yes,Yes,No,642
iRobot,iRobot X87 Pro,197,5.7,672,4618,70,No,No,No,Camera,Yes,Yes,No,Yes,No,17,2.7,10.4,Yes,Yes,No,Yes,754
Roborock,Roborock S37 Ultra,86,4.1,412,2418,63,No,Yes,Yes,Lidar+Camera,No,Yes,No,Yes,No,9,5.1,10.5,No,Yes,No,No,1034
Dreame,Dreame X6 Max,135,5.4,416,2572,56,Yes,Yes,Yes,Infrared,Yes,Yes,No,No,Yes,13,5.1,8.9,Yes,Yes,No,No,360
Eufy,Eufy S13 Pro,85,5.7,676,3843,63,Yes,No,No,Camera,Yes,Yes,Yes,Yes,No,9,5.4,10.6,No,No,Yes,Yes,234
Proscenic,Proscenic X74 Max,119,3.6,448,2071,56,Yes,Yes,Yes,Infrared,Yes,No,No,No,Yes,8,4.5,10.9,No,No,No,No,983
Samsung,Samsung X58 Max,133,4.8,655,2663,69,Yes,No,No,Infrared,Yes,No,Yes,No,No,7,2.7,9.8,Yes,No,No,Yes,954
Neato,Neato S93,172,2.8,691,5666,60,No,No,Yes,Lidar,No,Yes,Yes,Yes,No,11,3.2,8.3,No,Yes,No,No,281
Dreame,Dreame X81 Ultra,74,4.5,464,2534,58,No,No,Yes,Lidar,Yes,No,No,No,No,15,5.2,9.3,No,Yes,Yes,Yes,815
Dreame,Dreame X31 Max,169,4.3,624,5656,66,No,Yes,Yes,Lidar+Camera,No,Yes,No,No,Yes,10,4.1,11.0,No,No,No,No,639
iRobot,iRobot X5 Ultra,133,5.3,454,3910,65,No,Yes,Yes,Infrared,No,No,No,Yes,No,18,3.9,7.7,Yes,No,No,Yes,706
iRobot,iRobot V95 Ultra,72,3.6,359,4001,68,Yes,No,Yes,Lidar,Yes,No,No,No,No,16,2.6,8.2,Yes,Yes,Yes,Yes,1184
Xiaomi,Xiaomi S92 Ultra,150,4.3,456,2133,57,No,No,Yes,Camera,Yes,No,Yes,Yes,No,18,2.5,8.9,Yes,Yes,Yes,No,1025
LG,LG R61,81,5.5,691,2608,62,No,Yes,Yes,Lidar,Yes,Yes,Yes,Yes,No,9,2.8,7.2,No,Yes,No,No,380
Ecovacs,Ecovacs X8 Pro,129,2.7,498,5649,64,No,Yes,No,Camera,No,No,Yes,Yes,Yes,9,2.6,9.6,Yes,No,No,No,690
Ecovacs,Ecovacs X31 Ultra,83,5.5,587,5746,55,Yes,No,No,Lidar+Camera,Yes,No,Yes,No,Yes,19,4.3,10.4,Yes,Yes,Yes,Yes,399
Dreame,Dreame X77,195,4.6,539,3672,65,Yes,No,No,Lidar,Yes,No,Yes,No,No,11,2.7,8.2,No,Yes,Yes,No,941
Ecovacs,Ecovacs R47 Ultra,130,5.9,540,2800,62,Yes,Yes,No,Lidar+Camera,Yes,Yes,Yes,Yes,No,11,4.0,8.6,No,No,Yes,Yes,220
Xiaomi,Xiaomi R94 Ultra,163,5.5,527,2181,56,Yes,Yes,No,Lidar+Camera,No,No,No,Yes,Yes,17,5.0,10.3,Yes,Yes,No,No,454
Proscenic,Proscenic X5 Ultra,127,3.8,393,4950,64,No,Yes,No,Lidar,No,No,No,Yes,No,14,5.3,9.3,Yes,No,No,No,203
Neato,Neato X78 Max,100,2.6,364,5624,69,Yes,No,No,Lidar,No,No,No,Yes,Yes,19,2.8,8.0,Yes,Yes,Yes,No,161
Ecovacs,Ecovacs X45 Pro,170,4.7,355,1822,70,No,Yes,Yes,Lidar,No,No,No,Yes,No,6,4.0,9.5,No,Yes,No,No,1135
Eufy,Eufy X10,126,2.8,357,4622,57,Yes,No,No,Lidar+Camera,Yes,No,No,Yes,Yes,12,4.5,7.6,Yes,Yes,No,No,182
Roborock,Roborock R90 Pro,69,3.6,652,3427,57,Yes,No,Yes,Infrared,No,No,No,Yes,Yes,11,3.5,9.1,No,No,No,Yes,327
Proscenic,Proscenic S58 Ultra,74,4.9,677,2627,65,Yes,No,Yes,Infrared,Yes,No,Yes,No,No,12,2.6,9.0,No,Yes,Yes,Yes,453
Dreame,Dreame S98 Max,112,4.3,651,3993,59,Yes,No,No,Lidar+Camera,Yes,No,No,No,Yes,9,4.8,8.9,Yes,Yes,No,Yes,687
Xiaomi,Xiaomi X17 Ultra,114,3.5,678,5145,58,No,Yes,No,Lidar+Camera,Yes,No,No,No,Yes,14,4.0,7.8,No,Yes,Yes,No,722
Proscenic,Proscenic V90 Pro,74,4.5,691,4713,62,Yes,No,Yes,Infrared,No,Yes,No,Yes,No,18,2.7,8.9,No,No,Yes,No,678
Eufy,Eufy X16 Pro,116,4.3,389,4451,67,No,Yes,No,Infrared,Yes,Yes,Yes,No,Yes,7,4.1,8.8,No,Yes,Yes,Yes,674
Neato,Neato R15 Ultra,97,4.5,421,5049,55,No,Yes,No,Lidar+Camera,Yes,Yes,No,Yes,Yes,7,2.5,9.4,Yes,No,No,Yes,215
Ecovacs,Ecovacs R86 Pro,131,3.2,350,2871,61,No,Yes,No,Infrared,Yes,No,Yes,Yes,Yes,10,2.9,10.0,No,No,Yes,No,422
Ecovacs,Ecovacs V40 Pro,169,4.3,676,3174,61,No,Yes,Yes,Camera,Yes,No,Yes,No,No,14,4.0,8.1,Yes,No,Yes,No,216
Dreame,Dreame X36 Ultra,153,5.7,656,2406,55,Yes,No,No,Lidar+Camera,Yes,No,Yes,No,No,19,3.6,7.1,No,No,No,No,543
Roborock,Roborock V50 Ultra,100,5.5,496,5622,61,Yes,No,Yes,Lidar+Camera,No,Yes,Yes,Yes,No,11,4.2,8.9,No,Yes,No,No,462
Roborock,Roborock X44 Ultra,73,3.9,485,3091,68,Yes,No,Yes,Lidar,No,No,No,No,No,15,4.2,9.8,Yes,Yes,Yes,No,962
Dreame,Dreame R33 Max,197,3.2,581,2896,65,Yes,Yes,No,Camera,Yes,Yes,No,No,No,13,3.7,8.0,No,Yes,No,No,374
Proscenic,Proscenic R9,114,2.8,546,1638,64,No,Yes,No,Lidar,Yes,No,Yes,Yes,No,9,4.5,10.6,Yes,No,No,No,789
LG,LG X33 Max,62,5.6,651,3834,59,Yes,No,Yes,Lidar+Camera,No,No,No,No,No,7,3.0,8.7,Yes,No,Yes,Yes,1184
Eufy,Eufy S65,69,4.2,689,4331,61,No,Yes,Yes,Camera,No,No,Yes,No,No,10,5.2,7.1,No,No,No,Yes,1145
Xiaomi,Xiaomi V40,116,2.8,616,4450,69,Yes,Yes,Yes,Camera,No,No,No,No,Yes,18,4.0,10.4,No,Yes,No,Yes,1180
Proscenic,Proscenic S89 Pro,135,3.1,400,5066,65,Yes,No,Yes,Lidar,No,No,Yes,Yes,No,9,4.6,10.4,Yes,No,No,Yes,1190
Roborock,Roborock S87 Ultra,98,5.2,446,3415,55,No,Yes,No,Infrared,Yes,Yes,Yes,No,Yes,8,3.3,10.3,No,No,No,Yes,1157
LG,LG S75 Ultra,181,4.5,494,2749,64,No,No,No,Lidar+Camera,No,No,No,No,No,12,4.7,7.5,No,No,No,Yes,174
iRobot,iRobot S12 Pro,197,2.6,510,5802,56,Yes,No,No,Lidar+Camera,Yes,No,No,No,Yes,11,3.0,10.6,No,No,Yes,Yes,509
Roborock,Roborock V87 Pro,170,5.4,440,1681,69,No,No,Yes,Lidar+Camera,Yes,Yes,Yes,No,Yes,16,5.1,8.3,Yes,Yes,Yes,Yes,1159
Xiaomi,Xiaomi V59 Ultra,167,4.9,508,4536,70,Yes,Yes,Yes,Lidar+Camera,Yes,No,Yes,Yes,No,8,4.6,10.8,No,No,Yes,Yes,278
LG,LG R90 Pro,188,5.0,461,5309,67,Yes,No,No,Lidar+Camera,No,No,Yes,No,No,15,5.0,10.4,Yes,Yes,Yes,No,463
Neato,Neato S12 Max,95,3.0,578,1553,60,Yes,Yes,Yes,Lidar,Yes,Yes,Yes,No,No,10,3.4,9.7,No,No,Yes,Yes,819
Dreame,Dreame V91 Max,117,5.5,584,4260,60,Yes,Yes,No,Lidar+Camera,No,No,No,Yes,No,15,4.8,7.9,No,No,Yes,Yes,1038
Xiaomi,Xiaomi S56 Ultra,151,4.8,622,3576,68,Yes,Yes,Yes,Lidar,Yes,No,Yes,No,No,18,4.9,8.4,No,No,Yes,No,493
iRobot,iRobot X64,143,2.7,640,5814,64,No,Yes,Yes,Camera,No,Yes,Yes,Yes,No,10,5.0,9.5,No,No,Yes,No,947
Ecovacs,Ecovacs R60 Max,148,3.2,623,5370,57,Yes,Yes,No,Infrared,Yes,No,No,Yes,No,15,2.9,9.2,Yes,Yes,No,No,624
Xiaomi,Xiaomi S5 Max,159,4.0,563,5833,55,No,Yes,No,Camera,No,Yes,No,No,No,10,4.6,10.5,Yes,Yes,Yes,No,998
Xiaomi,Xiaomi R13 Ultra,119,5.7,448,2448,57,No,No,Yes,Lidar,Yes,Yes,No,Yes,No,16,4.0,9.6,No,No,Yes,Yes,1139
Proscenic,Proscenic R49 Pro,106,5.4,656,5272,69,No,No,No,Infrared,Yes,No,No,No,Yes,19,4.2,8.2,Yes,No,No,Yes,905
Samsung,Samsung S20 Max,84,5.3,567,3085,65,No,No,Yes,Lidar,No,No,Yes,No,No,11,3.5,8.0,No,No,No,No,389
Neato,Neato X92 Ultra,123,5.0,696,5236,66,No,No,No,Camera,No,Yes,No,No,No,8,3.5,10.5,Yes,Yes,No,No,848
Ecovacs,Ecovacs R32,99,3.9,681,2550,57,No,Yes,Yes,Camera,No,No,Yes,Yes,No,8,5.1,9.0,No,Yes,No,No,320
iRobot,iRobot R38 Pro,158,3.6,442,1723,64,Yes,Yes,Yes,Lidar,Yes,No,Yes,Yes,Yes,14,5.4,8.8,No,No,Yes,No,956
Neato,Neato S80,116,4.4,361,3648,57,Yes,Yes,Yes,Camera,No,No,No,Yes,Yes,17,5.1,10.4,Yes,Yes,Yes,Yes,477
Roborock,Roborock R9 Max,197,3.5,458,2403,57,No,Yes,No,Camera,Yes,Yes,Yes,No,No,16,3.8,9.4,No,No,No,Yes,411
iRobot,iRobot X91,100,4.2,498,3725,67,Yes,No,No,Lidar,Yes,Yes,No,Yes,Yes,15,2.6,7.1,Yes,Yes,No,No,1070
Dreame,Dreame S36 Max,136,5.2,373,2048,68,No,Yes,Yes,Infrared,Yes,Yes,Yes,No,Yes,13,4.7,10.7,No,Yes,No,No,586
LG,LG R6 Max,159,2.7,650,4894,56,No,Yes,No,Lidar+Camera,No,Yes,Yes,No,No,9,5.2,9.5,Yes,No,Yes,Yes,337
Xiaomi,Xiaomi V11 Pro,82,3.7,449,5945,62,No,No,No,Camera,Yes,Yes,No,No,No,6,3.7,8.6,No,Yes,Yes,Yes,172
Dreame,Dreame S88 Pro,124,4.8,416,3124,57,Yes,No,No,Infrared,Yes,Yes,Yes,Yes,Yes,10,5.3,7.1,No,No,No,Yes,195
Samsung,Samsung S55,196,3.5,614,1737,66,No,No,Yes,Camera,Yes,Yes,Yes,Yes,No,20,4.0,9.8,Yes,Yes,Yes,Yes,755
Eufy,Eufy R43 Ultra,153,4.5,551,5679,65,No,No,No,Infrared,No,No,No,No,No,12,2.7,7.4,No,No,No,No,573
LG,LG V49 Pro,138,3.0,457,1793,59,Yes,Yes,Yes,Lidar+Camera,No,No,No,No,Yes,9,3.3,9.9,Yes,Yes,Yes,No,329
Roborock,Roborock S20 Pro,179,3.6,676,4788,62,No,No,No,Lidar+Camera,Yes,Yes,Yes,No,Yes,13,3.9,8.0,No,No,No,Yes,1014
iRobot,iRobot S14 Max,150,2.8,520,5765,61,No,Yes,Yes,Lidar,No,No,No,No,No,17,5.0,7.7,Yes,No,No,No,1084
iRobot,iRobot S87 Pro,107,4.2,449,5125,55,No,Yes,Yes,Lidar,No,No,Yes,Yes,No,18,3.5,7.6,No,No,No,Yes,1126
LG,LG S55 Ultra,67,4.7,537,3810,58,No,No,No,Lidar+Camera,Yes,Yes,Yes,Yes,Yes,13,4.7,9.0,Yes,No,No,Yes,890
Neato,Neato X46 Pro,192,4.0,631,4899,66,Yes,No,Yes,Lidar+Camera,No,Yes,No,Yes,No,12,4.0,9.7,No,Yes,Yes,Yes,338
Neato,Neato V95 Pro,77,5.7,355,4556,63,Yes,Yes,Yes,Camera,Yes,Yes,No,Yes,No,15,3.7,10.0,No,No,Yes,Yes,939
Dreame,Dreame V55 Pro,184,4.5,360,3026,66,No,Yes,No,Lidar+Camera,No,No,Yes,No,No,11,3.1,10.6,No,No,No,No,745
LG,LG V86,186,5.9,650,4915,56,No,No,No,Infrared,No,Yes,No,No,No,19,3.8,9.1,No,No,No,No,407
iRobot,iRobot S63 Max,191,3.4,544,2819,70,No,Yes,No,Infrared,Yes,No,Yes,Yes,No,9,5.0,7.3,No,Yes,No,Yes,920
Xiaomi,Xiaomi X95 Ultra,117,4.4,499,2462,62,Yes,Yes,No,Lidar+Camera,No,Yes,No,No,No,6,2.8,10.0,No,No,No,No,155
Neato,Neato R47 Max,72,4.3,587,2043,61,No,No,No,Lidar,No,No,No,No,No,16,4.0,7.6,No,Yes,No,No,589
Xiaomi,Xiaomi V28,116,3.2,368,4971,59,No,No,No,Lidar,No,No,Yes,No,Yes,12,3.6,7.8,No,No,Yes,Yes,809
iRobot,iRobot R93 Max,186,3.8,421,2959,55,No,No,No,Lidar,Yes,No,No,No,No,7,3.7,10.5,Yes,No,No,No,978
LG,LG X70 Ultra,148,5.1,697,2112,66,Yes,No,No,Infrared,Yes,No,Yes,No,Yes,14,3.9,10.5,No,No,Yes,Yes,925
Roborock,Roborock S57,81,2.7,376,4065,59,No,No,No,Lidar+Camera,No,No,No,No,Yes,18,5.4,7.2,No,Yes,No,No,796
Roborock,Roborock S39 Ultra,199,3.7,451,3760,57,Yes,No,Yes,Lidar,No,No,Yes,No,Yes,20,4.6,7.6,No,No,No,No,386
Eufy,Eufy V94 Ultra,139,4.1,403,3321,63,No,Yes,No,Lidar+Camera,No,Yes,No,Yes,Yes,10,5.3,9.2,No,Yes,Yes,No,278
Ecovacs,Ecovacs S22,197,5.4,668,5060,62,Yes,No,Yes,Lidar,No,No,Yes,Yes,Yes,19,3.6,7.6,Yes,No,Yes,No,1160
LG,LG V26 Max,177,5.5,417,2295,67,Yes,Yes,No,Lidar,Yes,No,No,Yes,No,13,3.0,7.2,Yes,No,Yes,Yes,730
iRobot,iRobot R5,153,5.0,597,1543,66,No,Yes,No,Infrared,Yes,Yes,No,No,Yes,6,2.9,8.3,No,No,No,No,773
Xiaomi,Xiaomi X21 Ultra,103,5.3,560,5273,61,No,Yes,Yes,Camera,Yes,Yes,No,Yes,Yes,13,3.8,9.1,Yes,No,Yes,No,312
Roborock,Roborock V73 Ultra,95,3.1,424,2105,68,Yes,Yes,Yes,Camera,No,Yes,Yes,Yes,No,13,4.1,10.4,No,No,No,Yes,965
Roborock,Roborock V49 Ultra,84,4.9,486,1769,62,Yes,Yes,Yes,Lidar,Yes,Yes,No,No,No,6,3.0,10.3,No,No,No,No,373
Xiaomi,Xiaomi V69 Pro,64,4.1,608,4170,59,No,No,No,Camera,Yes,No,No,No,No,11,4.0,9.8,No,Yes,Yes,Yes,1104
Xiaomi,Xiaomi S40,75,3.2,448,1857,57,Yes,Yes,No,Lidar+Camera,Yes,Yes,No,No,No,10,4.7,10.5,Yes,Yes,Yes,Yes,218
Xiaomi,Xiaomi S99 Ultra,139,3.1,650,1743,68,Yes,No,Yes,Infrared,No,Yes,No,Yes,Yes,11,4.0,8.9,No,Yes,No,Yes,829
iRobot,iRobot S49 Ultra,73,5.2,421,2737,58,Yes,No,No,Lidar,Yes,No,Yes,Yes,No,9,2.6,9.2,Yes,Yes,Yes,Yes,686
Roborock,Roborock X27,63,3.5,694,4311,62,No,Yes,Yes,Camera,No,Yes,Yes,No,Yes,7,5.4,9.6,No,Yes,Yes,Yes,258
LG,LG V99 Pro,180,5.6,421,3266,61,Yes,Yes,No,Lidar+Camera,Yes,Yes,Yes,Yes,No,19,3.8,10.4,No,Yes,No,No,300
LG,LG V18 Ultra,125,4.9,496,4325,65,Yes,No,No,Lidar,Yes,No,No,Yes,Yes,18,5.3,9.5,No,No,No,No,591
Samsung,Samsung S8 Max,76,4.9,515,1614,56,No,Yes,Yes,Camera,Yes,Yes,Yes,No,Yes,16,3.9,10.6,Yes,Yes,No,Yes,671
Proscenic,Proscenic R10 Max,172,4.0,424,2848,69,Yes,No,Yes,Lidar+Camera,Yes,No,Yes,Yes,Yes,15,3.4,7.3,Yes,Yes,Yes,No,568
Samsung,Samsung R16 Pro,151,2.9,487,2818,59,Yes,No,No,Infrared,Yes,Yes,No,Yes,Yes,19,4.5,10.9,No,No,Yes,Yes,978
Samsung,Samsung S62,72,6.0,578,4867,65,No,Yes,Yes,Lidar+Camera,No,No,No,No,No,16,4.5,10.3,No,Yes,Yes,Yes,1110
Xiaomi,Xiaomi X52 Max,200,5.1,523,1728,67,Yes,No,No,Camera,Yes,Yes,No,Yes,Yes,10,4.5,7.7,No,Yes,No,No,875
Eufy,Eufy S57 Ultra,188,5.8,373,3721,58,No,No,Yes,Lidar+Camera,No,Yes,Yes,Yes,Yes,6,4.0,8.7,Yes,No,Yes,No,355
Eufy,Eufy X49 Ultra,90,3.7,559,3850,57,No,Yes,Yes,Camera,Yes,No,No,Yes,No,16,4.8,9.7,Yes,No,Yes,Yes,1058
Dreame,Dreame V61 Pro,177,3.5,548,3497,55,Yes,Yes,No,Camera,No,Yes,No,Yes,No,16,3.3,10.9,Yes,Yes,Yes,No,272
iRobot,iRobot V48 Max,155,3.8,575,3559,61,Yes,No,Yes,Camera,Yes,Yes,No,No,Yes,18,5.1,9.8,Yes,Yes,No,No,510
Samsung,Samsung V40 Max,121,4.9,516,3748,70,Yes,Yes,No,Lidar+Camera,No,Yes,No,No,Yes,7,4.7,10.0,Yes,No,Yes,No,418
Eufy,Eufy X32 Ultra,124,5.9,684,4071,66,No,No,No,Lidar,No,Yes,Yes,No,No,10,5.0,8.6,No,Yes,Yes,No,1137
Proscenic,Proscenic X73 Ultra,116,3.3,559,2664,67,Yes,No,No,Camera,Yes,No,No,No,No,11,3.4,8.3,Yes,Yes,No,No,841
LG,LG S89,134,3.5,424,5567,65,No,Yes,No,Lidar+Camera,Yes,Yes,Yes,No,No,13,4.1,7.7,Yes,Yes,Yes,No,756
Samsung,Samsung R9 Ultra,166,3.9,610,2308,56,Yes,No,No,Infrared,Yes,No,Yes,No,No,15,3.7,10.5,Yes,No,No,Yes,975
LG,LG S82 Pro,170,3.5,668,3205,63,Yes,No,No,Lidar,No,No,No,Yes,No,9,4.4,10.0,No,No,No,Yes,927
iRobot,iRobot S98 Max,195,5.4,561,3630,67,No,No,Yes,Infrared,No,Yes,Yes,Yes,Yes,15,2.5,8.3,Yes,Yes,No,Yes,577
Samsung,Samsung V26 Pro,83,4.0,499,3751,55,Yes,No,Yes,Lidar+Camera,Yes,Yes,No,No,No,8,4.9,8.3,Yes,No,Yes,No,623
Xiaomi,Xiaomi S43 Pro,125,2.8,680,5228,58,Yes,No,No,Lidar+Camera,No,No,Yes,No,Yes,18,2.5,8.7,No,No,Yes,No,472
Roborock,Roborock S67 Max,159,5.6,360,5363,59,No,No,No,Lidar,No,No,Yes,No,No,20,3.1,7.5,Yes,Yes,No,No,303
LG,LG V46 Pro,68,3.3,538,4302,63,Yes,Yes,No,Infrared,Yes,Yes,Yes,Yes,Yes,12,4.4,8.1,Yes,Yes,No,No,803
Roborock,Roborock S81 Pro,188,3.0,524,5381,65,No,Yes,No,Lidar+Camera,No,No,Yes,No,No,14,3.8,7.7,No,No,No,No,829
Samsung,Samsung X28 Pro,113,2.6,449,4447,66,No,Yes,Yes,Infrared,Yes,Yes,Yes,No,Yes,10,5.2,7.1,Yes,No,No,No,645
Samsung,Samsung X26 Pro,128,3.3,607,5857,65,No,No,Yes,Lidar+Camera,Yes,No,No,Yes,Yes,18,4.2,8.4,No,Yes,Yes,Yes,1197
Samsung,Samsung R82,116,3.9,388,3667,60,Yes,Yes,Yes,Infrared,Yes,No,No,No,Yes,17,5.2,10.6,Yes,No,No,No,365
iRobot,iRobot V8 Pro,190,3.3,549,2139,64,No,Yes,No,Camera,Yes,No,Yes,No,Yes,11,3.9,8.0,No,No,Yes,Yes,1122
iRobot,iRobot X68,132,3.9,379,5391,68,Yes,No,No,Infrared,No,No,Yes,Yes,No,8,3.4,8.0,No,No,Yes,No,783
Roborock,Roborock X46 Max,97,5.9,590,5278,57,No,Yes,No,Camera,No,Yes,No,No,No,13,4.0,7.3,No,No,No,Yes,1008
